x,y,z
0,24,23
0,25,23
0,0,24
0,1,24
0,2,24
0,3,24
0,4,24
0,5,24
0,6,24
0,7,24
0,8,24
0,9,24
0,10,24
0,11,24
0,12,24
0,13,24
0,14,24
0,15,24
0,16,24
0,17,24
0,18,24
0,19,24
0,20,24
0,21,24
0,22,24
0,23,24
0,24,24
0,25,24
0,0,25
0,1,25
0,2,25
0,3,25
0,4,25
0,5,25
0,6,25
0,7,25
0,8,25
0,9,25
0,10,25
0,11,25
0,12,25
0,13,25
0,14,25
0,15,25
0,16,25
0,17,25
0,18,25
0,19,25
0,20,25
0,21,25
0,22,25
0,23,25
0,24,25
0,25,25
0.635,0,0
0.635,1,0
0.635,2,0
0.635,3,0
0.635,4,0
0.635,5,0
0.635,6,0
0.635,7,0
0.635,8,0
0.635,9,0
0.635,10,0
0.635,11,0
0.635,12,0
0.635,13,0
0.635,14,0
0.635,15,0
0.635,16,0
0.635,17,0
0.635,18,0
0.635,19,0
0.635,20,0
0.635,21,0
0.635,22,0
0.635,23,0
0.635,24,0
0.635,25,0
0.635,0,1
0.635,1,1
0.635,2,1
0.635,3,1
0.635,4,1
0.635,5,1
0.635,6,1
0.635,7,1
0.635,8,1
0.635,9,1
0.635,10,1
0.635,11,1
0.635,12,1
0.635,13,1
0.635,14,1
0.635,15,1
0.635,16,1
0.635,17,1
0.635,18,1
0.635,19,1
0.635,20,1
0.635,21,1
0.635,22,1
0.635,23,1
0.635,24,1
0.635,25,1
0.635,0,2
0.635,1,2
0.635,2,2
0.635,3,2
0.635,4,2
0.635,5,2
0.635,6,2
0.635,7,2
0.635,8,2
0.635,9,2
0.635,10,2
0.635,11,2
0.635,12,2
0.635,13,2
0.635,14,2
0.635,15,2
0.635,16,2
0.635,17,2
0.635,18,2
0.635,19,2
0.635,20,2
0.635,21,2
0.635,22,2
0.635,23,2
0.635,24,2
0.635,25,2
0.635,0,3
0.635,1,3
0.635,2,3
0.635,3,3
0.635,4,3
0.635,5,3
0.635,6,3
0.635,7,3
0.635,8,3
0.635,9,3
0.635,10,3
0.635,11,3
0.635,12,3
0.635,13,3
0.635,14,3
0.635,15,3
0.635,16,3
0.635,17,3
0.635,18,3
0.635,19,3
0.635,20,3
0.635,21,3
0.635,22,3
0.635,23,3
0.635,24,3
0.635,25,3
0.635,0,4
0.635,1,4
0.635,2,4
0.635,3,4
0.635,4,4
0.635,5,4
0.635,6,4
0.635,7,4
0.635,8,4
0.635,9,4
0.635,10,4
0.635,11,4
0.635,12,4
0.635,13,4
0.635,14,4
0.635,15,4
0.635,16,4
0.635,17,4
0.635,18,4
0.635,19,4
0.635,20,4
0.635,21,4
0.635,22,4
0.635,23,4
0.635,24,4
0.635,25,4
0.635,0,5
0.635,1,5
0.635,2,5
0.635,3,5
0.635,4,5
0.635,5,5
0.635,6,5
0.635,7,5
0.635,8,5
0.635,9,5
0.635,10,5
0.635,11,5
0.635,12,5
0.635,13,5
0.635,14,5
0.635,15,5
0.635,16,5
0.635,17,5
0.635,18,5
0.635,19,5
0.635,20,5
0.635,21,5
0.635,22,5
0.635,23,5
0.635,24,5
0.635,25,5
0.635,0,6
0.635,1,6
0.635,2,6
0.635,3,6
0.635,4,6
0.635,5,6
0.635,6,6
0.635,7,6
0.635,8,6
0.635,9,6
0.635,10,6
0.635,11,6
0.635,12,6
0.635,13,6
0.635,14,6
0.635,15,6
0.635,16,6
0.635,17,6
0.635,18,6
0.635,19,6
0.635,20,6
0.635,21,6
0.635,22,6
0.635,23,6
0.635,24,6
0.635,25,6
0.635,0,7
0.635,1,7
0.635,2,7
0.635,3,7
0.635,4,7
0.635,5,7
0.635,6,7
0.635,7,7
0.635,8,7
0.635,9,7
0.635,10,7
0.635,11,7
0.635,12,7
0.635,13,7
0.635,14,7
0.635,15,7
0.635,16,7
0.635,17,7
0.635,18,7
0.635,19,7
0.635,20,7
0.635,21,7
0.635,22,7
0.635,23,7
0.635,24,7
0.635,25,7
0.635,0,8
0.635,1,8
0.635,2,8
0.635,3,8
0.635,4,8
0.635,5,8
0.635,6,8
0.635,7,8
0.635,8,8
0.635,9,8
0.635,10,8
0.635,11,8
0.635,12,8
0.635,13,8
0.635,14,8
0.635,15,8
0.635,16,8
0.635,17,8
0.635,18,8
0.635,19,8
0.635,20,8
0.635,21,8
0.635,22,8
0.635,23,8
0.635,24,8
0.635,25,8
0.635,0,9
0.635,1,9
0.635,2,9
0.635,3,9
0.635,4,9
0.635,5,9
0.635,6,9
0.635,7,9
0.635,8,9
0.635,9,9
0.635,10,9
0.635,11,9
0.635,12,9
0.635,13,9
0.635,14,9
0.635,15,9
0.635,16,9
0.635,17,9
0.635,18,9
0.635,19,9
0.635,20,9
0.635,21,9
0.635,22,9
0.635,23,9
0.635,24,9
0.635,25,9
0.635,0,10
0.635,1,10
0.635,2,10
0.635,3,10
0.635,4,10
0.635,5,10
0.635,6,10
0.635,7,10
0.635,8,10
0.635,9,10
0.635,10,10
0.635,11,10
0.635,12,10
0.635,13,10
0.635,14,10
0.635,15,10
0.635,16,10
0.635,17,10
0.635,18,10
0.635,19,10
0.635,20,10
0.635,21,10
0.635,22,10
0.635,23,10
0.635,24,10
0.635,25,10
0.635,0,11
0.635,1,11
0.635,2,11
0.635,3,11
0.635,4,11
0.635,5,11
0.635,6,11
0.635,7,11
0.635,8,11
0.635,9,11
0.635,10,11
0.635,11,11
0.635,12,11
0.635,13,11
0.635,14,11
0.635,15,11
0.635,16,11
0.635,17,11
0.635,18,11
0.635,19,11
0.635,20,11
0.635,21,11
0.635,22,11
0.635,23,11
0.635,24,11
0.635,25,11
0.635,0,12
0.635,1,12
0.635,2,12
0.635,3,12
0.635,4,12
0.635,5,12
0.635,6,12
0.635,7,12
0.635,8,12
0.635,9,12
0.635,10,12
0.635,11,12
0.635,12,12
0.635,13,12
0.635,14,12
0.635,15,12
0.635,16,12
0.635,17,12
0.635,18,12
0.635,19,12
0.635,20,12
0.635,21,12
0.635,22,12
0.635,23,12
0.635,24,12
0.635,25,12
0.635,0,13
0.635,1,13
0.635,2,13
0.635,3,13
0.635,4,13
0.635,5,13
0.635,6,13
0.635,7,13
0.635,8,13
0.635,9,13
0.635,10,13
0.635,11,13
0.635,12,13
0.635,13,13
0.635,14,13
0.635,15,13
0.635,16,13
0.635,17,13
0.635,18,13
0.635,19,13
0.635,20,13
0.635,21,13
0.635,22,13
0.635,23,13
0.635,24,13
0.635,25,13
0.635,0,14
0.635,1,14
0.635,2,14
0.635,3,14
0.635,4,14
0.635,5,14
0.635,6,14
0.635,7,14
0.635,8,14
0.635,9,14
0.635,10,14
0.635,11,14
0.635,12,14
0.635,13,14
0.635,14,14
0.635,15,14
0.635,16,14
0.635,17,14
0.635,18,14
0.635,19,14
0.635,20,14
0.635,21,14
0.635,22,14
0.635,23,14
0.635,24,14
0.635,25,14
0.635,0,15
0.635,1,15
0.635,2,15
0.635,3,15
0.635,4,15
0.635,5,15
0.635,6,15
0.635,7,15
0.635,8,15
0.635,9,15
0.635,10,15
0.635,11,15
0.635,12,15
0.635,13,15
0.635,14,15
0.635,15,15
0.635,16,15
0.635,17,15
0.635,18,15
0.635,19,15
0.635,20,15
0.635,21,15
0.635,22,15
0.635,23,15
0.635,24,15
0.635,25,15
0.635,0,16
0.635,1,16
0.635,2,16
0.635,3,16
0.635,4,16
0.635,5,16
0.635,6,16
0.635,7,16
0.635,8,16
0.635,9,16
0.635,10,16
0.635,11,16
0.635,12,16
0.635,13,16
0.635,14,16
0.635,15,16
0.635,16,16
0.635,17,16
0.635,18,16
0.635,19,16
0.635,20,16
0.635,21,16
0.635,22,16
0.635,23,16
0.635,24,16
0.635,25,16
0.635,0,17
0.635,1,17
0.635,2,17
0.635,3,17
0.635,4,17
0.635,5,17
0.635,6,17
0.635,7,17
0.635,8,17
0.635,9,17
0.635,10,17
0.635,11,17
0.635,12,17
0.635,13,17
0.635,14,17
0.635,15,17
0.635,16,17
0.635,17,17
0.635,18,17
0.635,19,17
0.635,20,17
0.635,21,17
0.635,22,17
0.635,23,17
0.635,24,17
0.635,25,17
0.635,0,18
0.635,1,18
0.635,2,18
0.635,3,18
0.635,4,18
0.635,5,18
0.635,6,18
0.635,7,18
0.635,8,18
0.635,9,18
0.635,10,18
0.635,11,18
0.635,12,18
0.635,13,18
0.635,14,18
0.635,15,18
0.635,16,18
0.635,17,18
0.635,18,18
0.635,19,18
0.635,20,18
0.635,21,18
0.635,22,18
0.635,23,18
0.635,24,18
0.635,25,18
0.635,0,19
0.635,1,19
0.635,2,19
0.635,3,19
0.635,4,19
0.635,5,19
0.635,6,19
0.635,7,19
0.635,8,19
0.635,9,19
0.635,10,19
0.635,11,19
0.635,12,19
0.635,13,19
0.635,14,19
0.635,15,19
0.635,16,19
0.635,17,19
0.635,18,19
0.635,19,19
0.635,20,19
0.635,21,19
0.635,22,19
0.635,23,19
0.635,24,19
0.635,25,19
0.635,0,20
0.635,1,20
0.635,2,20
0.635,3,20
0.635,4,20
0.635,5,20
0.635,6,20
0.635,7,20
0.635,8,20
0.635,9,20
0.635,10,20
0.635,11,20
0.635,12,20
0.635,13,20
0.635,14,20
0.635,15,20
0.635,16,20
0.635,17,20
0.635,18,20
0.635,19,20
0.635,20,20
0.635,21,20
0.635,22,20
0.635,23,20
0.635,24,20
0.635,25,20
0.635,0,21
0.635,1,21
0.635,2,21
0.635,3,21
0.635,4,21
0.635,5,21
0.635,6,21
0.635,7,21
0.635,8,21
0.635,9,21
0.635,10,21
0.635,11,21
0.635,12,21
0.635,13,21
0.635,14,21
0.635,15,21
0.635,16,21
0.635,17,21
0.635,18,21
0.635,19,21
0.635,20,21
0.635,21,21
0.635,22,21
0.635,23,21
0.635,24,21
0.635,25,21
0.635,0,22
0.635,1,22
0.635,2,22
0.635,3,22
0.635,4,22
0.635,5,22
0.635,6,22
0.635,7,22
0.635,8,22
0.635,9,22
0.635,10,22
0.635,11,22
0.635,12,22
0.635,13,22
0.635,14,22
0.635,15,22
0.635,16,22
0.635,17,22
0.635,18,22
0.635,19,22
0.635,20,22
0.635,21,22
0.635,22,22
0.635,23,22
0.635,24,22
0.635,25,22
0.635,0,23
0.635,1,23
0.635,2,23
0.635,3,23
0.635,4,23
0.635,5,23
0.635,6,23
0.635,7,23
0.635,8,23
0.635,9,23
0.635,10,23
0.635,11,23
0.635,12,23
0.635,13,23
0.635,14,23
0.635,15,23
0.635,16,23
0.635,17,23
0.635,18,23
0.635,19,23
0.635,20,23
0.635,21,23
0.635,22,23
0.635,23,23
0.635,24,23
0.635,25,23
0.635,0,24
0.635,1,24
0.635,2,24
0.635,3,24
0.635,4,24
0.635,5,24
0.635,6,24
0.635,7,24
0.635,8,24
0.635,9,24
0.635,10,24
0.635,11,24
0.635,12,24
0.635,13,24
0.635,14,24
0.635,15,24
0.635,16,24
0.635,17,24
0.635,18,24
0.635,19,24
0.635,20,24
0.635,21,24
0.635,22,24
0.635,23,24
0.635,24,24
0.635,25,24
0.635,0,25
0.635,1,25
0.635,2,25
0.635,3,25
0.635,4,25
0.635,5,25
0.635,6,25
0.635,7,25
0.635,8,25
0.635,9,25
0.635,10,25
0.635,11,25
0.635,12,25
0.635,13,25
0.635,14,25
0.635,15,25
0.635,16,25
0.635,17,25
0.635,18,25
0.635,19,25
0.635,20,25
0.635,21,25
0.635,22,25
0.635,23,25
0.635,24,25
0.635,25,25
1.27,0,0
1.27,1,0
1.27,2,0
1.27,3,0
1.27,4,0
1.27,5,0
1.27,6,0
1.27,7,0
1.27,8,0
1.27,9,0
1.27,10,0
1.27,11,0
1.27,12,0
1.27,13,0
1.27,14,0
1.27,15,0
1.27,16,0
1.27,17,0
1.27,18,0
1.27,19,0
1.27,20,0
1.27,21,0
1.27,22,0
1.27,23,0
1.27,24,0
1.27,25,0
1.27,0,1
1.27,1,1
1.27,2,1
1.27,3,1
1.27,4,1
1.27,5,1
1.27,6,1
1.27,7,1
1.27,8,1
1.27,9,1
1.27,10,1
1.27,11,1
1.27,12,1
1.27,13,1
1.27,14,1
1.27,15,1
1.27,16,1
1.27,17,1
1.27,18,1
1.27,19,1
1.27,20,1
1.27,21,1
1.27,22,1
1.27,23,1
1.27,24,1
1.27,25,1
1.27,0,2
1.27,1,2
1.27,2,2
1.27,3,2
1.27,4,2
1.27,5,2
1.27,6,2
1.27,7,2
1.27,8,2
1.27,9,2
1.27,10,2
1.27,11,2
1.27,12,2
1.27,13,2
1.27,14,2
1.27,15,2
1.27,16,2
1.27,17,2
1.27,18,2
1.27,19,2
1.27,20,2
1.27,21,2
1.27,22,2
1.27,23,2
1.27,24,2
1.27,25,2
1.27,0,3
1.27,1,3
1.27,2,3
1.27,3,3
1.27,4,3
1.27,5,3
1.27,6,3
1.27,7,3
1.27,8,3
1.27,9,3
1.27,10,3
1.27,11,3
1.27,12,3
1.27,13,3
1.27,14,3
1.27,15,3
1.27,16,3
1.27,17,3
1.27,18,3
1.27,19,3
1.27,20,3
1.27,21,3
1.27,22,3
1.27,23,3
1.27,24,3
1.27,25,3
1.27,0,4
1.27,1,4
1.27,2,4
1.27,3,4
1.27,4,4
1.27,5,4
1.27,6,4
1.27,7,4
1.27,8,4
1.27,9,4
1.27,10,4
1.27,11,4
1.27,12,4
1.27,13,4
1.27,14,4
1.27,15,4
1.27,16,4
1.27,17,4
1.27,18,4
1.27,19,4
1.27,20,4
1.27,21,4
1.27,22,4
1.27,23,4
1.27,24,4
1.27,25,4
1.27,0,5
1.27,1,5
1.27,2,5
1.27,3,5
1.27,4,5
1.27,5,5
1.27,6,5
1.27,7,5
1.27,8,5
1.27,9,5
1.27,10,5
1.27,11,5
1.27,12,5
1.27,13,5
1.27,14,5
1.27,15,5
1.27,16,5
1.27,17,5
1.27,18,5
1.27,19,5
1.27,20,5
1.27,21,5
1.27,22,5
1.27,23,5
1.27,24,5
1.27,25,5
1.27,0,6
1.27,1,6
1.27,2,6
1.27,3,6
1.27,4,6
1.27,5,6
1.27,6,6
1.27,7,6
1.27,8,6
1.27,9,6
1.27,10,6
1.27,11,6
1.27,12,6
1.27,13,6
1.27,14,6
1.27,15,6
1.27,16,6
1.27,17,6
1.27,18,6
1.27,19,6
1.27,20,6
1.27,21,6
1.27,22,6
1.27,23,6
1.27,24,6
1.27,25,6
1.27,0,7
1.27,1,7
1.27,2,7
1.27,3,7
1.27,4,7
1.27,5,7
1.27,6,7
1.27,7,7
1.27,8,7
1.27,9,7
1.27,10,7
1.27,11,7
1.27,12,7
1.27,13,7
1.27,14,7
1.27,15,7
1.27,16,7
1.27,17,7
1.27,18,7
1.27,19,7
1.27,20,7
1.27,21,7
1.27,22,7
1.27,23,7
1.27,24,7
1.27,25,7
1.27,0,8
1.27,1,8
1.27,2,8
1.27,3,8
1.27,4,8
1.27,5,8
1.27,6,8
1.27,7,8
1.27,8,8
1.27,9,8
1.27,10,8
1.27,11,8
1.27,12,8
1.27,13,8
1.27,14,8
1.27,15,8
1.27,16,8
1.27,17,8
1.27,18,8
1.27,19,8
1.27,20,8
1.27,21,8
1.27,22,8
1.27,23,8
1.27,24,8
1.27,25,8
1.27,0,9
1.27,1,9
1.27,2,9
1.27,3,9
1.27,4,9
1.27,5,9
1.27,6,9
1.27,7,9
1.27,8,9
1.27,9,9
1.27,10,9
1.27,11,9
1.27,12,9
1.27,13,9
1.27,14,9
1.27,15,9
1.27,16,9
1.27,17,9
1.27,18,9
1.27,19,9
1.27,20,9
1.27,21,9
1.27,22,9
1.27,23,9
1.27,24,9
1.27,25,9
1.27,0,10
1.27,1,10
1.27,2,10
1.27,3,10
1.27,4,10
1.27,5,10
1.27,6,10
1.27,7,10
1.27,8,10
1.27,9,10
1.27,10,10
1.27,11,10
1.27,12,10
1.27,13,10
1.27,14,10
1.27,15,10
1.27,16,10
1.27,17,10
1.27,18,10
1.27,19,10
1.27,20,10
1.27,21,10
1.27,22,10
1.27,23,10
1.27,24,10
1.27,25,10
1.27,0,11
1.27,1,11
1.27,2,11
1.27,3,11
1.27,4,11
1.27,5,11
1.27,6,11
1.27,7,11
1.27,8,11
1.27,9,11
1.27,10,11
1.27,11,11
1.27,12,11
1.27,13,11
1.27,14,11
1.27,15,11
1.27,16,11
1.27,17,11
1.27,18,11
1.27,19,11
1.27,20,11
1.27,21,11
1.27,22,11
1.27,23,11
1.27,24,11
1.27,25,11
1.27,0,12
1.27,1,12
1.27,2,12
1.27,3,12
1.27,4,12
1.27,5,12
1.27,6,12
1.27,7,12
1.27,8,12
1.27,9,12
1.27,10,12
1.27,11,12
1.27,12,12
1.27,13,12
1.27,14,12
1.27,15,12
1.27,16,12
1.27,17,12
1.27,18,12
1.27,19,12
1.27,20,12
1.27,21,12
1.27,22,12
1.27,23,12
1.27,24,12
1.27,25,12
1.27,0,13
1.27,1,13
1.27,2,13
1.27,3,13
1.27,4,13
1.27,5,13
1.27,6,13
1.27,7,13
1.27,8,13
1.27,9,13
1.27,10,13
1.27,11,13
1.27,12,13
1.27,13,13
1.27,14,13
1.27,15,13
1.27,16,13
1.27,17,13
1.27,18,13
1.27,19,13
1.27,20,13
1.27,21,13
1.27,22,13
1.27,23,13
1.27,24,13
1.27,25,13
1.27,0,14
1.27,1,14
1.27,2,14
1.27,3,14
1.27,4,14
1.27,5,14
1.27,6,14
1.27,7,14
1.27,8,14
1.27,9,14
1.27,10,14
1.27,11,14
1.27,12,14
1.27,13,14
1.27,14,14
1.27,15,14
1.27,16,14
1.27,17,14
1.27,18,14
1.27,19,14
1.27,20,14
1.27,21,14
1.27,22,14
1.27,23,14
1.27,24,14
1.27,25,14
1.27,0,15
1.27,1,15
1.27,2,15
1.27,3,15
1.27,4,15
1.27,5,15
1.27,6,15
1.27,7,15
1.27,8,15
1.27,9,15
1.27,10,15
1.27,11,15
1.27,12,15
1.27,13,15
1.27,14,15
1.27,15,15
1.27,16,15
1.27,17,15
1.27,18,15
1.27,19,15
1.27,20,15
1.27,21,15
1.27,22,15
1.27,23,15
1.27,24,15
1.27,25,15
1.27,0,16
1.27,1,16
1.27,2,16
1.27,3,16
1.27,4,16
1.27,5,16
1.27,6,16
1.27,7,16
1.27,8,16
1.27,9,16
1.27,10,16
1.27,11,16
1.27,12,16
1.27,13,16
1.27,14,16
1.27,15,16
1.27,16,16
1.27,17,16
1.27,18,16
1.27,19,16
1.27,20,16
1.27,21,16
1.27,22,16
1.27,23,16
1.27,24,16
1.27,25,16
1.27,0,17
1.27,1,17
1.27,2,17
1.27,3,17
1.27,4,17
1.27,5,17
1.27,6,17
1.27,7,17
1.27,8,17
1.27,9,17
1.27,10,17
1.27,11,17
1.27,12,17
1.27,13,17
1.27,14,17
1.27,15,17
1.27,16,17
1.27,17,17
1.27,18,17
1.27,19,17
1.27,20,17
1.27,21,17
1.27,22,17
1.27,23,17
1.27,24,17
1.27,25,17
1.27,0,18
1.27,1,18
1.27,2,18
1.27,3,18
1.27,4,18
1.27,5,18
1.27,6,18
1.27,7,18
1.27,8,18
1.27,9,18
1.27,10,18
1.27,11,18
1.27,12,18
1.27,13,18
1.27,14,18
1.27,15,18
1.27,16,18
1.27,17,18
1.27,18,18
1.27,19,18
1.27,20,18
1.27,21,18
1.27,22,18
1.27,23,18
1.27,24,18
1.27,25,18
1.27,0,19
1.27,1,19
1.27,2,19
1.27,3,19
1.27,4,19
1.27,5,19
1.27,6,19
1.27,7,19
1.27,8,19
1.27,9,19
1.27,10,19
1.27,11,19
1.27,12,19
1.27,13,19
1.27,14,19
1.27,15,19
1.27,16,19
1.27,17,19
1.27,18,19
1.27,19,19
1.27,20,19
1.27,21,19
1.27,22,19
1.27,23,19
1.27,24,19
1.27,25,19
1.27,0,20
1.27,1,20
1.27,2,20
1.27,3,20
1.27,4,20
1.27,5,20
1.27,6,20
1.27,7,20
1.27,8,20
1.27,9,20
1.27,10,20
1.27,11,20
1.27,12,20
1.27,13,20
1.27,14,20
1.27,15,20
1.27,16,20
1.27,17,20
1.27,18,20
1.27,19,20
1.27,20,20
1.27,21,20
1.27,22,20
1.27,23,20
1.27,24,20
1.27,25,20
1.27,0,21
1.27,1,21
1.27,2,21
1.27,3,21
1.27,4,21
1.27,5,21
1.27,6,21
1.27,7,21
1.27,8,21
1.27,9,21
1.27,10,21
1.27,11,21
1.27,12,21
1.27,13,21
1.27,14,21
1.27,15,21
1.27,16,21
1.27,17,21
1.27,18,21
